brand,server_name,server_url,server_model,product_name,server_type,processor,memory,storage,networking,expansion,compatibility,important_configuration_notes,specifications_json,parts_found,status
Kingston,ABIT- NF8-V Motherboard,https://www.kingston.com/en/memory/search/model/21508/abit-nf8-v-motherboard,NF8-V Motherboard,ABIT - NF8-V Motherboard,Motherboard,"[""AMD Athlon 64 Nvidia nForce3 250"", ""AMD Sempron Nvidia nForce3 250""]",Standard: 0 MB (Removable); Maximum: 2 GB,Bus Architecture: AGP / PCI / SSD - SATA 2.5-inch 9.5mm,,"[""2 Socket(s)""]","[""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 128, 256, 512MB, and 1GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB""}, ""Storage"": {""Bus Architecture"": ""AGP / PCI / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""2 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon 64 Nvidia nForce3 250"", ""AMD Sempron Nvidia nForce3 250""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 128, 256, 512MB, and 1GB modules.""]}}",41,extracted
Kingston,ABIT- AA8XE Motherboard,https://www.kingston.com/en/memory/search/model/20369/abit-aa8xe-motherboard,AA8XE Motherboard,ABIT - AA8XE Motherboard,Motherboard,"[""Intel Pentium 4 Intel 925XE""]",Standard: 0 MB (Removable); Maximum: 3.5 GB,Bus Architecture: (N/A) / SSD - SATA 2.5-inch 9.5mm,,"[""4 Socket(s)""]","[""Virtually any configuration up to 3.5GB can be reached using any combination of Kingston's 256, 512MB, and 1GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""If 4GB is installed, the recognized memory may be reduced to 3.5GB (depending on system configuration).""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""3.5 GB""}, ""Storage"": {""Bus Architecture"": ""(N/A) / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium 4 Intel 925XE""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 3.5GB can be reached using any combination of Kingston's 256, 512MB, and 1GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""If 4GB is installed, the recognized memory may be reduced to 3.5GB (depending on system configuration).""]}}",43,extracted
Kingston,ABIT- NF8 Motherboard,https://www.kingston.com/en/memory/search/model/20375/abit-nf8-motherboard,NF8 Motherboard,ABIT - NF8 Motherboard,Motherboard,"[""AMD Athlon 64 Nvidia nForce3 250""]",Standard: 0 MB (Removable); Maximum: 2 GB,Bus Architecture: (N/A) / SSD - SATA 2.5-inch 9.5mm,,"[""2 Socket(s)""]","[""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 128, 256, 512MB, and 1GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB""}, ""Storage"": {""Bus Architecture"": ""(N/A) / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""2 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon 64 Nvidia nForce3 250""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 128, 256, 512MB, and 1GB modules.""]}}",41,extracted
Kingston,ABIT- KW7 Motherboard,https://www.kingston.com/en/memory/search/model/20376/abit-kw7-motherboard,KW7 Motherboard,ABIT - KW7 Motherboard,Motherboard,"[""AMD Athlon XP VIA Apollo KT880 (VT8237)"", ""AMD Sempron VIA Apollo KT880 (VT8237)""]",Standard: 0 MB (Removable); Maximum: 4 GB,Bus Architecture: AGP / PCI / SSD - SATA 3.5-inch,,"[""4 Socket(s)""]","[""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""4 GB""}, ""Storage"": {""Bus Architecture"": ""AGP / PCI / SSD - SATA 3.5-inch""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon XP VIA Apollo KT880 (VT8237)"", ""AMD Sempron VIA Apollo KT880 (VT8237)""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]}}",53,extracted
Kingston,ABIT- AA8XE-3rd Eye Motherboard,https://www.kingston.com/en/memory/search/model/21084/abit-aa8xe-3rd-eye-motherboard,AA8XE-3rd Eye Motherboard,ABIT - AA8XE-3rd Eye Motherboard,Motherboard,"[""Intel Pentium 4 Intel 925XE""]",Standard: 0 MB (Removable); Maximum: 3.5 GB,Bus Architecture: SSD - SATA 2.5-inch 9.5mm,,"[""4 Socket(s)""]","[""Virtually any configuration up to 3.5GB can be reached using any combination of Kingston's 256, 512MB, and 1GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""If 4GB is installed, the recognized memory may be reduced to 3.5GB (depending on system configuration).""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""3.5 GB""}, ""Storage"": {""Bus Architecture"": ""SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium 4 Intel 925XE""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 3.5GB can be reached using any combination of Kingston's 256, 512MB, and 1GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""If 4GB is installed, the recognized memory may be reduced to 3.5GB (depending on system configuration).""]}}",43,extracted
Kingston,ABIT- KV7-V Motherboard,https://www.kingston.com/en/memory/search/model/21085/abit-kv7-v-motherboard,KV7-V Motherboard,ABIT - KV7-V Motherboard,Motherboard,"[""AMD Athlon XP VIA Apollo KT600""]",Standard: 0 MB (Removable); Maximum: 2 GB using 400MHz or 333MHz DDR modules / 3 GB using 266MHz DDR modules,Bus Architecture: SSD - SATA 3.5-inch,,"[""3 Socket(s)""]",Using 400MHz or 333MHz DDR modules:: Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.; Using 266MHz DDR modules:: Virtually any configuration up to 3GB can be reached using any combination of Kingston's 512MB and 1GB modules.,,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB using 400MHz or 333MHz DDR modules / 3 GB using 266MHz DDR modules""}, ""Storage"": {""Bus Architecture"": ""SSD - SATA 3.5-inch""}, ""Expansions"": {""Details"": [""3 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon XP VIA Apollo KT600""]}, ""Upgrade Path"": {""Using 400MHz or 333MHz DDR modules:"": ""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules."", ""Using 266MHz DDR modules:"": ""Virtually any configuration up to 3GB can be reached using any combination of Kingston's 512MB and 1GB modules.""}}",48,extracted
Kingston,ABIT- KW7-G Motherboard,https://www.kingston.com/en/memory/search/model/21087/abit-kw7-g-motherboard,KW7-G Motherboard,ABIT - KW7-G Motherboard,Motherboard,"[""AMD Athlon XP VIA Apollo KT880 (VT8237)"", ""AMD Sempron VIA Apollo KT880 (VT8237)""]",Standard: 0 MB (Removable); Maximum: 4 GB,Bus Architecture: AGP / PCI / SSD - SATA 3.5-inch,,"[""4 Socket(s)""]","[""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""4 GB""}, ""Storage"": {""Bus Architecture"": ""AGP / PCI / SSD - SATA 3.5-inch""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon XP VIA Apollo KT880 (VT8237)"", ""AMD Sempron VIA Apollo KT880 (VT8237)""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]}}",53,extracted
Kingston,ABIT- KV8 Pro-3rd Eye Motherboard,https://www.kingston.com/en/memory/search/model/19988/abit-kv8-pro-3rd-eye-motherboard,KV8 Pro-3rd Eye Motherboard,ABIT - KV8 Pro-3rd Eye Motherboard,Motherboard,"[""AMD Athlon 64 VIA Apollo K8T800 (VT8385)""]",Standard: 0 MB (Removable); Maximum: 2 GB,Bus Architecture: AGP / PCI / SSD - SATA 3.5-inch,,"[""2 Socket(s)""]","[""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB""}, ""Storage"": {""Bus Architecture"": ""AGP / PCI / SSD - SATA 3.5-inch""}, ""Expansions"": {""Details"": [""2 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon 64 VIA Apollo K8T800 (VT8385)""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]}}",51,extracted
Kingston,ABIT- SC-1P Motherboard,https://www.kingston.com/en/memory/search/model/19641/abit-sc-1p-motherboard,SC-1P Motherboard,ABIT - SC-1P Motherboard,Motherboard,"[""Intel Pentium 4 Intel E7210 (Canterwood-ES)""]",Standard: 0 MB (Removable); Maximum: 4 GB,Bus Architecture: AGP / PCI / PCI-X / SSD - SATA 2.5-inch 9.5mm,,"[""4 Socket(s)""]","[""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 128, 256, 512MB, and 1GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""4 GB""}, ""Storage"": {""Bus Architecture"": ""AGP / PCI / PCI-X / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium 4 Intel E7210 (Canterwood-ES)""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 128, 256, 512MB, and 1GB modules.""]}}",43,extracted
Kingston,ABIT- NF7-S2G Motherboard,https://www.kingston.com/en/memory/search/model/19501/abit-nf7-s2g-motherboard,NF7-S2G Motherboard,ABIT - NF7-S2G Motherboard,Motherboard,"[""AMD K7 Nvidia nForce2""]",Standard: 0 MB (Removable); Maximum: 2 GB using 400MHz DDR modules / 3 GB using 333MHz DDR modules,Bus Architecture: PCI / SSD - SATA 2.5-inch 9.5mm,,"[""3 Socket(s)""]",Using 400MHz DDR modules:: Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.; Using 333MHz DDR modules:: Virtually any configuration up to 3GB can be reached using any combination of Kingston's 512MB and 1GB modules.,,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB using 400MHz DDR modules / 3 GB using 333MHz DDR modules""}, ""Storage"": {""Bus Architecture"": ""PCI / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""3 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD K7 Nvidia nForce2""]}, ""Upgrade Path"": {""Using 400MHz DDR modules:"": ""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules."", ""Using 333MHz DDR modules:"": ""Virtually any configuration up to 3GB can be reached using any combination of Kingston's 512MB and 1GB modules.""}}",45,extracted
Kingston,ABIT- NF7-S2 Motherboard,https://www.kingston.com/en/memory/search/model/19502/abit-nf7-s2-motherboard,NF7-S2 Motherboard,ABIT - NF7-S2 Motherboard,Motherboard,"[""AMD K7 Nvidia nForce2""]",Standard: 0 MB (Removable); Maximum: 2 GB using 400MHz DDR modules / 3 GB using 333MHz DDR modules,Bus Architecture: PCI / SSD - SATA 2.5-inch 9.5mm,,"[""3 Socket(s)""]",Using 400MHz DDR modules:: Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.; Using 333MHz DDR modules:: Virtually any configuration up to 3GB can be reached using any combination of Kingston's 512MB and 1GB modules.,,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB using 400MHz DDR modules / 3 GB using 333MHz DDR modules""}, ""Storage"": {""Bus Architecture"": ""PCI / SSD - SATA 2.5-inch 9.5mm""}, ""Expansions"": {""Details"": [""3 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD K7 Nvidia nForce2""]}, ""Upgrade Path"": {""Using 400MHz DDR modules:"": ""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules."", ""Using 333MHz DDR modules:"": ""Virtually any configuration up to 3GB can be reached using any combination of Kingston's 512MB and 1GB modules.""}}",45,extracted
Kingston,ABIT- SI-2Ns443 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/20050/abit-si-2ns443-motherboard,SI-2Ns443 Motherboard,ABIT - SI-2Ns443 Motherboard,Motherboard,"[""Intel Xeon Intel E7320 (Lindenhurst VS)""]",Standard: 0 GB (Non-removable); Maximum: 16 GB,Bus Architecture: PCI-X,,"[""4 Socket(s)""]","[""Virtually any configuration up to 16GB can be reached using any combination of Kingston's 1, 2 or 4GB modules.""]",,"{""Memory"": {""Standard"": ""0 GB (Non-removable)"", ""Maximum"": ""16 GB""}, ""Storage"": {""Bus Architecture"": ""PCI-X""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Xeon Intel E7320 (Lindenhurst VS)""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 16GB can be reached using any combination of Kingston's 1, 2 or 4GB modules.""]}}",8,extracted
Kingston,ABIT- A-N78HD Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/47750/abit-a-n78hd-motherboard,A-N78HD Motherboard,ABIT - A-N78HD Motherboard,Motherboard,"[""AMD Athlon 64 (AM2) Nvidia GeForce 8200"", ""AMD Phenom X4 (AM2+) Nvidia GeForce 8200""]",Standard: 0 MB (Removable); Maximum: 8 GB,Bus Architecture: PCI / PCI Express,,"[""4 Socket(s)""]","[""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""DDR2-1066 is supported by AM2+ CPUs only.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""8 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon 64 (AM2) Nvidia GeForce 8200"", ""AMD Phenom X4 (AM2+) Nvidia GeForce 8200""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""DDR2-1066 is supported by AM2+ CPUs only.""]}}",18,extracted
Kingston,ABIT- AB9 Pro Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/31357/abit-ab9-pro-motherboard,AB9 Pro Motherboard,ABIT - AB9 Pro Motherboard,Motherboard,"[""Intel Core 2 Duo 2006FMB Conroe Intel P965""]",Standard: 0 MB (Removable); Maximum: 8 GB,Bus Architecture: PCI / PCI Express,,"[""4 Socket(s)""]","[""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""Maximum configurations require a 64-bit operating system.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""8 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Core 2 Duo 2006FMB Conroe Intel P965""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 8GB can be reached using any combination of Kingston's 512MB, 1 and 2GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""Maximum configurations require a 64-bit operating system.""]}}",22,extracted
Kingston,ABIT- KN9S Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/30547/abit-kn9s-motherboard,KN9S Motherboard,ABIT - KN9S Motherboard,Motherboard,"[""AMD Athlon 64 (AM2) Nvidia nForce 550"", ""AMD Athlon 64 FX (AM2) Nvidia nForce 550"", ""AMD Athlon 64 X2 (AM2) Nvidia nForce 550""]",Standard: 0 MB (Removable); Maximum: 8 GB,Bus Architecture: PCI / PCI Express,,"[""4 Socket(s)""]","[""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 1 or 2GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", "".""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""8 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon 64 (AM2) Nvidia nForce 550"", ""AMD Athlon 64 FX (AM2) Nvidia nForce 550"", ""AMD Athlon 64 X2 (AM2) Nvidia nForce 550""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 1 or 2GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", "".""]}}",12,extracted
Kingston,ABIT- SG-81 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/29899/abit-sg-81-motherboard,SG-81 Motherboard,ABIT - SG-81 Motherboard,Motherboard,"[""Intel Celeron D SiS 661FX"", ""Intel Pentium 4 SiS 661FX""]",Standard: 0 MB (Removable); Maximum: 2 GB,Bus Architecture: PCI Express,,"[""2 Socket(s)""]","[""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 128, 256, 512MB, and 1GB modules.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB""}, ""Storage"": {""Bus Architecture"": ""PCI Express""}, ""Expansions"": {""Details"": [""2 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Celeron D SiS 661FX"", ""Intel Pentium 4 SiS 661FX""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 128, 256, 512MB, and 1GB modules.""]}}",8,extracted
Kingston,ABIT- AT8 32X Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/29904/abit-at8-32x-motherboard,AT8 32X Motherboard,ABIT - AT8 32X Motherboard,Motherboard,"[""AMD Athlon 64 ATi RADEON XPRESS 200/200P (RS480)"", ""AMD Athlon 64 FX (939-pin) ATi RADEON XPRESS 200/200P (RS480)"", ""AMD Athlon 64 X2 ATi RADEON XPRESS 200/200P (RS480)""]",Standard: 0 MB (Removable); Maximum: 2 GB with current Kingston 400MHz DDR modules / 4 GB with release of 1GB single rank 400MHz module,Bus Architecture: USB 2.0/3.x Type-A / PCI Express,,"[""4 Socket(s)""]","[""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 256, 512 and 1GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode."", ""Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""This motherboard only supports 4 ranks of DDR400 memory. If two double-ranked DIMMs are used, the 3rd and 4th sockets are disabled.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB with current Kingston 400MHz DDR modules / 4 GB with release of 1GB single rank 400MHz module""}, ""Storage"": {""Bus Architecture"": ""USB 2.0/3.x Type-A / PCI Express""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon 64 ATi RADEON XPRESS 200/200P (RS480)"", ""AMD Athlon 64 FX (939-pin) ATi RADEON XPRESS 200/200P (RS480)"", ""AMD Athlon 64 X2 ATi RADEON XPRESS 200/200P (RS480)""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 256, 512 and 1GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode."", ""Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""This motherboard only supports 4 ranks of DDR400 memory. If two double-ranked DIMMs are used, the 3rd and 4th sockets are disabled.""]}}",7,extracted
Kingston,ABIT- GD8 Pro Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/26042/abit-gd8-pro-motherboard,GD8 Pro Motherboard,ABIT - GD8 Pro Motherboard,Motherboard,"[""Intel Pentium 4 Intel 915P""]",Standard: 0 MB (Removable); Maximum: 4 GB,Bus Architecture: PCI / PCI Express,,"[""4 Socket(s)""]","[""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 256, 512MB, and 1GB modules or kits.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""If 4GB is installed, the recognized memory may be reduced to 3.5GB or less (depending on system configuration and memory allocation).""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""4 GB""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium 4 Intel 915P""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 256, 512MB, and 1GB modules or kits.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""If 4GB is installed, the recognized memory may be reduced to 3.5GB or less (depending on system configuration and memory allocation).""]}}",6,extracted
Kingston,ABIT- IL8 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/26053/abit-il8-motherboard,IL8 Motherboard,ABIT - IL8 Motherboard,Motherboard,"[""Intel Pentium 4 Intel 945P"", ""Intel Pentium D Intel 945P""]",Standard: 0 MB (Removable); Maximum: 4 GB,Bus Architecture: PCI Express,,"[""4 Socket(s)""]","[""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 512MB and 1GB modules or kits.""]",,"{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""4 GB""}, ""Storage"": {""Bus Architecture"": ""PCI Express""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""Intel Pentium 4 Intel 945P"", ""Intel Pentium D Intel 945P""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 4GB can be reached using any combination of Kingston's 512MB and 1GB modules or kits.""]}}",12,extracted
Kingston,ABIT- AN8 32X Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/25890/abit-an8-32x-motherboard,AN8 32X Motherboard,ABIT - AN8 32X Motherboard,Motherboard,"[""AMD Athlon 64"", ""AMD Athlon 64 FX (939-pin)"", ""AMD Athlon 64 X2""]",Standard: 0 MB (Removable); Maximum: 2 GB using current Kingston product / 4 GB with release of single rank 1GB module,Bus Architecture: PCI / PCI Express,,"[""4 Socket(s)""]","[""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]","[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""This system only supports 4 ranks of DDR400 memory. If two double-ranked DIMMs are used, the 3rd and 4th sockets are disabled.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB using current Kingston product / 4 GB with release of single rank 1GB module""}, ""Storage"": {""Bus Architecture"": ""PCI / PCI Express""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon 64"", ""AMD Athlon 64 FX (939-pin)"", ""AMD Athlon 64 X2""]}, ""Upgrade Path"": {""Details"": [""Virtually any configuration up to 2GB can be reached using any combination of Kingston's 512MB and 1GB modules.""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode. Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""This system only supports 4 ranks of DDR400 memory. If two double-ranked DIMMs are used, the 3rd and 4th sockets are disabled.""]}}",6,extracted
Kingston,ABIT- UL8 Motherboard,https://www.kingston.com/en/memory/search/discontinuedmodel/25888/abit-ul8-motherboard,UL8 Motherboard,ABIT - UL8 Motherboard,Motherboard,"[""AMD Athlon 64 ALi ULi M1689"", ""AMD Athlon 64 FX (939-pin) ALi ULi M1689""]",Standard: 0 MB (Removable); Maximum: 2 GB with current Kingston 400MHz DDR modules / 4 GB with release of 1GB single rank 400MHz module,Bus Architecture: PCI Express,,"[""4 Socket(s)""]",,"[""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode."", ""Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""This motherboard only supports 4 ranks of DDR400 memory. If two double-ranked DIMMs are used, the 3rd and 4th sockets are disabled.""]","{""Memory"": {""Standard"": ""0 MB (Removable)"", ""Maximum"": ""2 GB with current Kingston 400MHz DDR modules / 4 GB with release of 1GB single rank 400MHz module""}, ""Storage"": {""Bus Architecture"": ""PCI Express""}, ""Expansions"": {""Details"": [""4 Socket(s)""]}, ""CPU / Chipsets"": {""Details"": [""AMD Athlon 64 ALi ULi M1689"", ""AMD Athlon 64 FX (939-pin) ALi ULi M1689""]}, ""Important Configuration Notes"": {""Details"": [""MODULES MUST BE ORDERED AND INSTALLED IN PAIRS for Dual Channel mode."", ""Kingston offers 'K2' kit part numbers for Dual Channel mode."", ""This motherboard only supports 4 ranks of DDR400 memory. If two double-ranked DIMMs are used, the 3rd and 4th sockets are disabled.""]}}",7,extracted
